lig_1,lig_2,freenrg,error,engine
ejm_55,ejm_49,4.944600000000001,0.2939683826536453,SOMD
ejm_45,ejm_48,0.48240000000000016,0.22518989764196795,SOMD
jmc_30,ejm_42,0.3094999999999999,0.25278213940071004,SOMD
ejm_44,ejm_49,-1.852599999999999,0.5061047816411143,SOMD
ejm_54,jmc_23,-0.22109999999999985,0.34536763021452954,SOMD
ejm_31,ejm_50,0.28470000000000084,0.21547141341718629,SOMD
ejm_55,ejm_54,-0.04889999999999617,0.242394410001551,SOMD
jmc_28,jmc_30,-0.21600000000000108,0.2830036042173315,SOMD
ejm_54,ejm_43,2.6041000000000025,0.23356508728831882,SOMD
jmc_23,ejm_44,1.0065000000000026,1.1746564093384924,SOMD
ejm_50,ejm_49,-0.9778999999999982,433.5815373118763,SOMD
ejm_54,ejm_49,3.707000000000008,0.5113419697228069,SOMD
jmc_30,ejm_50,5.114200000000004,35.14267787875591,SOMD
ejm_55,jmc_23,2.6319999999999997,0.22254925297560538,SOMD
jmc_28,jmc_27,-1.0957,0.11445667302521072,SOMD
ejm_43,jmc_30,-4.66,0.7197519642210085,SOMD
ejm_45,ejm_49,-1.1186000000000007,0.6999898427834507,SOMD
jmc_28,ejm_31,1.3641000000000005,0.3079004546927464,SOMD
ejm_45,jmc_30,-1.6915000000000013,0.5813045759324452,SOMD
ejm_55,ejm_42,-0.5443999999999996,0.14484446830997724,SOMD
ejm_54,ejm_31,1.5977000000000032,0.11795117634004335,SOMD
ejm_47,ejm_48,-8.5107,0.8096572731718031,SOMD
ejm_55,ejm_50,0.6886000000000081,0.04686064446846628,SOMD
ejm_44,jmc_27,-1.500399999999999,0.6668904332797105,SOMD
ejm_55,jmc_30,-1.129800000000003,0.27713148503914165,SOMD
jmc_23,jmc_27,0.46499999999999986,0.1740007183893216,SOMD
ejm_44,jmc_30,-3.4618,1.3037582981519236,SOMD
ejm_47,jmc_27,-0.41110000000000113,1.2740307884819737,SOMD
ejm_54,ejm_50,1.2561999999999927,0.08058219406295661,SOMD
jmc_27,jmc_30,-0.08389999999999986,0.19884114262395497,SOMD
ejm_48,ejm_42,-0.22499999999999964,0.3627116347734106,SOMD
ejm_48,ejm_49,0.6881999999999997,0.2064614734036353,SOMD
ejm_43,ejm_42,-2.6357,0.29731802838038596,SOMD
jmc_27,ejm_42,1.6484,0.2175347788285818,SOMD
jmc_28,ejm_43,-0.25920000000000165,0.3068800417101119,SOMD
ejm_55,ejm_48,-1.1173999999999964,0.22847643204497048,SOMD
ejm_45,ejm_55,-0.8547999999999973,0.1672593794081516,SOMD
jmc_23,jmc_30,0.07459999999999667,0.11112380483046826,SOMD
ejm_48,jmc_30,0.9694000000000003,0.5279509920437692,SOMD
ejm_54,jmc_30,2.3086000000000126,0.4986436402883325,SOMD
ejm_31,ejm_49,-1.6149999999999949,0.4699932446323032,SOMD
jmc_30,ejm_49,2.6873999999999993,0.31360358735193067,SOMD
jmc_23,ejm_43,1.5629999999999953,0.4067678576288938,SOMD
ejm_45,ejm_46,-0.41159999999999997,0.3819586495944293,SOMD
ejm_54,ejm_42,0.8939000000000021,0.08442416715609341,SOMD
ejm_45,ejm_54,-0.3930000000000007,0.1744257435128198,SOMD
ejm_47,jmc_28,-4.274600000000001,3.49688452197095,SOMD
jmc_27,ejm_46,-0.22390000000000043,0.389507291330984,SOMD
ejm_46,ejm_50,2.258899999999997,1.0992131412969917,SOMD
jmc_23,ejm_46,1.2954000000000008,0.14359749301432806,SOMD
ejm_42,ejm_31,-0.16600000000000037,0.24155516968179339,SOMD
ejm_54,ejm_46,1.3573000000000093,0.30130836364097163,SOMD
ejm_43,ejm_50,-1.2379000000000033,0.07969573388833308,SOMD
ejm_55,ejm_43,0.13690000000000424,0.08537189232997006,SOMD
ejm_42,ejm_50,0.17940000000000111,0.032039038687201586,SOMD
ejm_46,ejm_49,1.263,0.2635879359910085,SOMD
ejm_42,ejm_49,2.1921999999999997,0.4792682964686899,SOMD
ejm_45,ejm_43,2.552199999999999,0.26065926033808967,SOMD
jmc_28,ejm_42,0.8010999999999999,0.297064050332584,SOMD
ejm_45,ejm_47,-2.874699999999997,1.3676472644655127,SOMD
ejm_55,jmc_27,2.3625000000000007,0.20527116212463942,SOMD
ejm_44,ejm_31,0.5034999999999954,0.5963110933061702,SOMD
jmc_30,ejm_31,1.1047000000000011,0.412549936371344,SOMD
ejm_54,jmc_27,-0.8315999999999946,0.43972493675023705,SOMD
ejm_48,ejm_31,1.2526999999999973,0.3230700852756256,SOMD
jmc_23,ejm_50,-2.915300000000002,1.5843069304904276,SOMD
ejm_43,ejm_31,-2.527000000000001,0.36634411418774016,SOMD
ejm_47,ejm_46,1.2727000000000004,10.195332620861372,SOMD
jmc_28,ejm_46,-0.6279000000000003,0.2840162847443787,SOMD
ejm_46,jmc_30,-0.5033000000000003,0.12407489673580228,SOMD
jmc_23,ejm_31,2.6921,0.33418189657729813,SOMD
ejm_55,ejm_46,-1.1871999999999971,0.14941519333722392,SOMD
ejm_47,ejm_42,1.0962999999999994,0.7534118462036551,SOMD
ejm_48,ejm_50,1.143099999999997,7.698413827536163,SOMD
jmc_28,ejm_50,0.06930000000000547,1.8240974590191172,SOMD
ejm_45,jmc_23,0.5461000000000009,0.5715430517467603,SOMD
jmc_28,jmc_23,-0.708400000000001,0.1193819500594625,SOMD
jmc_28,ejm_48,-0.048199999999999577,0.30852923686419087,SOMD
ejm_55,ejm_31,0.3262999999999998,0.2270574376672123,SOMD
ejm_48,ejm_44,0.6820999999999984,0.5702888040282748,SOMD
ejm_47,ejm_54,-3.2724000000000046,0.2945000169779282,SOMD
ejm_45,ejm_50,-0.544000000000004,0.18412020530077625,SOMD
jmc_23,ejm_49,1.5513999999999974,0.22243853083492526,SOMD
ejm_44,ejm_43,-0.29470000000000063,0.23147462063906704,SOMD
ejm_45,ejm_42,0.9880999999999998,0.1900667514322271,SOMD
jmc_28,ejm_54,-2.3656000000000006,0.39715393740966487,SOMD
ejm_46,ejm_31,0.3602999999999952,0.2732840646653222,SOMD
jmc_28,ejm_55,-3.7017000000000024,0.16055108221373035,SOMD
ejm_47,ejm_44,3.370899999999999,0.7362906491325284,SOMD
ejm_45,jmc_28,-0.7390999999999996,0.5730412288832278,SOMD
jmc_27,ejm_31,-0.08699999999999974,0.3885790138440315,SOMD
jmc_28,ejm_44,0.0616000000000021,0.8250628218505547,SOMD
jmc_23,ejm_42,0.14589999999999748,0.24256061098208012,SOMD
ejm_47,ejm_43,1.4998,0.6624508811979949,SOMD
ejm_47,jmc_30,-2.0705999999999998,5.60210975436933,SOMD
ejm_44,ejm_50,-0.182500000000001,0.11776756769161872,SOMD
ejm_47,ejm_31,0.6906999999999996,0.6367606850300983,SOMD
ejm_44,ejm_42,-0.8226000000000013,0.32429210597854524,SOMD
ejm_45,jmc_27,-0.0042999999999997485,0.5473416574681668,SOMD
jmc_28,ejm_49,1.8495999999999988,0.23877286277967183,SOMD
ejm_55,ejm_44,1.3232,0.11133103790048847,SOMD
