lig_1,lig_2,freenrg,error,engine
ejm_31,ejm_50,0.1201000000000078,0.0798299442565256,SOMD
ejm_55,ejm_54,-0.8164000000000016,0.0952321374326965,SOMD
jmc_28,jmc_30,-0.6721000000000004,0.1079483209688784,SOMD
jmc_30,ejm_50,-8.834800000000001,19.456158131810096,SOMD
jmc_28,jmc_27,-0.4863999999999997,0.0565442304749123,SOMD
ejm_55,ejm_42,0.5059000000000005,0.0520818586457895,SOMD
jmc_23,jmc_27,0.3399000000000001,0.0787081317272872,SOMD
ejm_48,ejm_42,0.6045999999999996,0.3467948817384709,SOMD
ejm_43,ejm_42,-0.4693000000000005,0.0944083153117351,SOMD
ejm_31,ejm_49,0.5621000000000009,0.528170815172516,SOMD
ejm_54,ejm_42,1.0442999999999998,0.1049331692078343,SOMD
ejm_42,ejm_31,0.2935999999999978,0.100205588666501,SOMD
ejm_42,ejm_50,0.3545000000000016,0.042655480304411,SOMD
ejm_42,ejm_49,0.4330999999999996,0.4386944836671644,SOMD
ejm_48,ejm_31,2.8374999999999986,0.2503578638669055,SOMD
jmc_28,ejm_46,-0.4069000000000002,0.1022632876451759,SOMD
ejm_46,jmc_30,-0.2533000000000003,0.0976780937569934,SOMD
jmc_23,ejm_31,1.883,0.3532458209236168,SOMD
ejm_47,ejm_42,-2.8237000000000023,0.5346316301903582,SOMD
jmc_28,jmc_23,-0.7861000000000011,0.044439734472654,SOMD
ejm_44,ejm_43,-0.9555000000000008,0.0957676876613401,SOMD
ejm_47,ejm_31,0.4347000000000065,0.9026218754273576,SOMD
ejm_44,ejm_42,-1.5473,0.1525044589512057,SOMD
