lig_1,lig_2,freenrg,error,engine
ejm_31,ejm_50,0.0034000000000039,0.07400295489595857,SOMD
ejm_55,ejm_54,-0.4510000000000005,0.2494139397333945,SOMD
jmc_28,jmc_30,-0.8326833333333337,0.2621473979992509,SOMD
jmc_28,jmc_27,-0.7927666666666665,0.0871565743042052,SOMD
ejm_55,ejm_42,0.38649999999999984,0.1994500990222866,SOMD
jmc_23,jmc_27,0.16134999999999936,0.12886111580560938,SOMD
ejm_48,ejm_42,0.8906999999999998,0.4889832001204132,SOMD
ejm_43,ejm_42,-0.3247166666666666,0.550705889694712,SOMD
ejm_31,ejm_49,0.17660000000000176,0.3981351973053034,SOMD
ejm_54,ejm_42,1.225466666666667,0.11254696402440667,SOMD
ejm_42,ejm_31,0.30948333333333267,0.14875799231563272,SOMD
ejm_42,ejm_50,0.28506666666666663,0.054800679233423466,SOMD
ejm_42,ejm_49,0.5410599999999997,0.46305472959467775,SOMD
ejm_48,ejm_31,1.8663499999999988,0.7219759625500004,SOMD
jmc_28,ejm_46,-0.350216666666667,0.17586122827704548,SOMD
ejm_46,jmc_30,-0.31705000000000005,0.2309823784765122,SOMD
jmc_23,ejm_31,1.4983833333333332,0.4636815195919621,SOMD
ejm_47,ejm_42,0.34818,0.833587295608565,SOMD
jmc_28,jmc_23,-0.8507833333333336,0.04289558187557809,SOMD
ejm_44,ejm_43,-2.0207666666666673,0.47794860160667674,SOMD
ejm_46,ejm_31,1.1020999999999954,0.5440082474865001,SOMD
ejm_47,ejm_31,0.6255666666666689,0.38184696556488545,SOMD
ejm_44,ejm_42,-1.9874333333333318,0.630387669436655,SOMD
jmc_30,ejm_50,-2.0195333333333325,2.797726212440699,SOMD
