lig_1,lig_2,freenrg,error,engine
ejm_45,intermediate_01,2.0018,0.3094,SOMD
intermediate_01,ejm_45,3.1045,0.3333,SOMD
ejm_45,ejm_31,3.9688,0.1397,SOMD
ejm_31,ejm_45,-3.4591,0.1447,SOMD
ejm_47,ejm_55,-3.3771,0.2091,SOMD
ejm_55,ejm_47,5.5126,0.2169,SOMD
jmc_28,jmc_27,-0.9729,0.0595,SOMD
jmc_28,jmc_30,-0.742,0.1317,SOMD
jmc_27,jmc_28,0.7971,0.0606,SOMD
jmc_30,jmc_28,1.0051,0.1414,SOMD
ejm_55,ejm_31,0.7977,0.1223,SOMD
ejm_31,ejm_55,-0.9136,0.1197,SOMD
ejm_55,ejm_50,0.8382,0.0808,SOMD
ejm_50,ejm_55,-0.6323,0.0813,SOMD
ejm_54,ejm_31,1.0116,0.1693,SOMD
ejm_31,ejm_54,-1.4008,0.1774,SOMD
ejm_54,ejm_50,0.6724,0.1217,SOMD
ejm_50,ejm_54,-2.7543,0.1221,SOMD
jmc_23,jmc_27,0.5076,0.0934,SOMD
jmc_27,jmc_23,-0.5631,0.0946,SOMD
jmc_23,ejm_46,0.2261,0.0733,SOMD
ejm_46,jmc_23,-0.5736,0.0756,SOMD
ejm_44,ejm_43,-1.5989,0.1329,SOMD
ejm_43,ejm_44,1.5878,0.1318,SOMD
ejm_31,ejm_44,4.3503,0.5353,SOMD
ejm_44,ejm_31,-2.4077,0.5133,SOMD
jmc_27,ejm_46,-0.9243,0.2162,SOMD
ejm_46,jmc_27,0.3953,0.2072,SOMD
jmc_27,jmc_30,-0.6292,0.1054,SOMD
jmc_30,jmc_27,0.5023,0.1094,SOMD
ejm_43,ejm_31,0.7359,0.2287,SOMD
ejm_31,ejm_43,1.1924,0.2645,SOMD
ejm_42,ejm_31,0.4639,0.1212,SOMD
ejm_31,ejm_42,-0.3465,0.1322,SOMD
ejm_42,ejm_50,0.1901,0.0521,SOMD
ejm_50,ejm_42,-0.196,0.0541,SOMD
intermediate_01,ejm_46,0.3109,0.1513,SOMD
ejm_46,intermediate_01,1.3145,0.1245,SOMD
intermediate_01,ejm_47,0.3489,0.1656,SOMD
ejm_47,intermediate_01,1.4439,0.1563,SOMD
intermediate_01,ejm_48,-1.0012,0.1236,SOMD
ejm_48,intermediate_01,0.2108,0.1247,SOMD
intermediate_01,ejm_49,1.4347,0.2076,SOMD
intermediate_01,ejm_31,0.9345,0.1577,SOMD
ejm_49,intermediate_01,1.3745,0.1916,SOMD
ejm_31,intermediate_01,1.6528,0.1286,SOMD
